GEO.display-label; Total; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr
"Mercer County, North Dakota";8267;4269;3998;1904;977;927;4771;2549;2222;1592;743;849;235;79;156
"Morton County, North Dakota";31095;15731;15364;7192;3637;3555;18700;9741;8959;5203;2353;2850;880;266;614
"Mountrail County, North Dakota";10218;5482;4736;2743;1384;1359;6282;3513;2769;1193;585;608;135;59;76
"Nelson County, North Dakota";2869;1472;1397;554;272;282;1543;819;724;772;381;391;128;48;80
"Oliver County, North Dakota";1952;1020;932;491;240;251;1028;555;473;433;225;208;53;22;31
"Pembina County, North Dakota";6947;3669;3278;1446;760;686;3894;2094;1800;1607;815;792;293;116;177
"Pierce County, North Dakota";4081;2089;1992;915;457;458;2204;1202;1002;962;430;532;209;64;145
"Ramsey County, North Dakota";11481;5783;5698;2719;1365;1354;6480;3333;3147;2282;1085;1197;376;136;240
"Ransom County, North Dakota";5237;2723;2514;1180;641;539;2976;1544;1432;1081;538;543;230;87;143
"Renville County, North Dakota";2374;1241;1133;538;282;256;1354;722;632;482;237;245;82;30;52
"Richland County, North Dakota";16239;8369;7870;3559;1810;1749;9776;5159;4617;2904;1400;1504;525;200;325
"Rolette County, North Dakota";14301;7121;7180;4857;2501;2356;7773;3854;3919;1671;766;905;169;60;109
"Sargent County, North Dakota";3870;2080;1790;803;425;378;2195;1235;960;872;420;452;120;44;76
"Sheridan County, North Dakota";1349;677;672;256;134;122;656;342;314;437;201;236;89;38;51
"Sioux County, North Dakota";4358;2173;2185;1553;769;784;2452;1233;1219;353;171;182;35;19;16
"Slope County, North Dakota";763;399;364;155;75;80;433;240;193;175;84;91;28;11;17
"Stark County, North Dakota";30997;16051;14946;8355;4293;4062;18438;9861;8577;4204;1897;2307;840;276;564
"Steele County, North Dakota";1903;995;908;414;215;199;1030;546;484;459;234;225;47;21;26
"Stutsman County, North Dakota";20917;10758;10159;4190;2089;2101;12734;6863;5871;3993;1806;2187;684;229;455
"Towner County, North Dakota";2192;1107;1085;463;232;231;1179;626;553;550;249;301;91;23;68
"Traill County, North Dakota";8037;4079;3958;1836;948;888;4626;2411;2215;1575;720;855;308;91;217
"Walsh County, North Dakota";10667;5460;5207;2421;1285;1136;5984;3135;2849;2262;1040;1222;380;133;247
"Ward County, North Dakota";67744;35487;32257;15964;8138;7826;43140;23397;19743;8640;3952;4688;1386;520;866
"Wells County, North Dakota";3957;2006;1951;832;432;400;2026;1056;970;1099;518;581;208;85;123
"Williams County, North Dakota";35350;19043;16307;10135;5161;4974;21827;12303;9524;3388;1579;1809;530;176;354
"Adams County, Ohio";27724;13750;13974;6591;3413;3178;16162;7991;8171;4971;2346;2625;487;173;314
"Allen County, Ohio";102663;51787;50876;23667;12185;11482;60879;31553;29326;18117;8049;10068;2564;827;1737
"Ashland County, Ohio";53745;26466;27279;12098;6204;5894;31591;15677;15914;10056;4585;5471;1308;452;856
"Ashtabula County, Ohio";97493;49141;48352;21521;11113;10408;57383;29498;27885;18589;8530;10059;2277;791;1486
"Athens County, Ohio";65818;32768;33050;9568;4896;4672;47579;24004;23575;8671;3868;4803;888;262;626
"Auglaize County, Ohio";45804;22885;22919;11046;5655;5391;26332;13405;12927;8426;3825;4601;1206;415;791
"Belmont County, Ohio";67505;34507;32998;12769;6558;6211;40664;21696;18968;14072;6253;7819;1974;645;1329
"Brown County, Ohio";43602;21616;21986;9944;5039;4905;25796;12880;12916;7862;3697;4165;875;348;527
"Butler County, Ohio";382378;187579;194799;89730;45789;43941;236472;116822;119650;56176;24968;31208;6701;2377;4324
"Carroll County, Ohio";27081;13557;13524;5695;2964;2731;15666;7935;7731;5720;2658;3062;692;239;453
"Champaign County, Ohio";38754;19307;19447;8579;4393;4186;23142;11723;11419;7033;3191;3842;766;277;489
"Clark County, Ohio";134585;65152;69433;30121;15428;14693;78342;38186;40156;26122;11538;14584;3346;1224;2122
"Clermont County, Ohio";205466;101344;104122;47330;24273;23057;124603;61951;62652;33533;15120;18413;3637;1250;2387
"Clinton County, Ohio";42057;20748;21309;9690;5015;4675;25191;12513;12678;7176;3220;3956;853;297;556
"Columbiana County, Ohio";102665;51934;50731;20873;10709;10164;60742;31700;29042;21050;9525;11525;2664;903;1761
"Coshocton County, Ohio";36629;18159;18470;8685;4557;4128;20813;10384;10429;7131;3218;3913;856;295;561
"Crawford County, Ohio";41550;20314;21236;8968;4564;4404;23860;11925;11935;8722;3825;4897;1121;397;724
"Cuyahoga County, Ohio";1243857;593444;650413;257882;131535;126347;759992;366911;393081;225983;94998;130985;33904;11095;22809
"Darke County, Ohio";51323;25478;25845;12134;6247;5887;29111;14729;14382;10078;4502;5576;1338;455;883
"Defiance County, Ohio";38165;18932;19233;8733;4469;4264;22332;11224;11108;7100;3239;3861;858;282;576
"Delaware County, Ohio";204826;101563;103263;53818;27473;26345;122946;61210;61736;28062;12880;15182;2888;1088;1800
"Erie County, Ohio";74615;36441;38174;15074;7618;7456;43201;21269;21932;16340;7554;8786;2133;855;1278
"Fairfield County, Ohio";155782;77509;78273;37402;19214;18188;93745;47168;46577;24635;11127;13508;2691;980;1711
"Fayette County, Ohio";28666;14095;14571;6693;3415;3278;16882;8431;8451;5091;2249;2842;488;160;328
"Franklin County, Ohio";1310300;640086;670214;304643;154999;149644;848266;418220;430046;157391;66867;90524;18170;6297;11873
"Fulton County, Ohio";42276;21003;21273;9935;5202;4733;24830;12433;12397;7511;3368;4143;1007;333;674
"Gallia County, Ohio";29979;14839;15140;6797;3518;3279;17461;8760;8701;5721;2561;3160;653;203;450
"Geauga County, Ohio";94031;46668;47363;21496;10939;10557;53376;26895;26481;19159;8834;10325;2428;859;1569
"Greene County, Ohio";167995;82804;85191;34671;17875;16796;104495;51889;52606;28829;13040;15789;3597;1283;2314
"Guernsey County, Ohio";39022;19472;19550;8637;4468;4169;22760;11455;11305;7625;3549;4076;855;321;534
"Hamilton County, Ohio";816684;394506;422178;187547;95453;92094;503886;245754;258132;125251;53299;71952;17362;5737;11625
"Hancock County, Ohio";75930;37555;38375;16855;8568;8287;45963;23202;22761;13112;5785;7327;1716;578;1138
"Hardin County, Ohio";31480;15674;15806;7318;3831;3487;19109;9583;9526;5053;2260;2793;600;213;387
"Harrison County, Ohio";15174;7552;7622;3183;1642;1541;8764;4395;4369;3227;1515;1712;394;127;267
"Henry County, Ohio";27086;13378;13708;6286;3149;3137;15745;7930;7815;5055;2299;2756;703;248;455
"Highland County, Ohio";43058;21138;21920;10269;5205;5064;24834;12320;12514;7955;3613;4342;957;351;606
"Hocking County, Ohio";28385;14083;14302;6248;3159;3089;16721;8378;8343;5416;2546;2870;497;195;302
"Holmes County, Ohio";43892;21977;21915;13636;6977;6659;24237;12268;11969;6019;2732;3287;817;290;527
"Huron County, Ohio";58504;28903;29601;14086;7165;6921;34388;17245;17143;10030;4493;5537;1183;419;764
"Jackson County, Ohio";32384;15868;16516;7652;3932;3720;19130;9494;9636;5602;2442;3160;575;175;400
"Jefferson County, Ohio";65767;31955;33812;12596;6498;6098;38998;19131;19867;14173;6326;7847;1738;570;1168
"Knox County, Ohio";61893;30310;31583;14061;7183;6878;36601;18035;18566;11231;5092;6139;1369;504;865
"Lake County, Ohio";230514;112549;117965;46209;23611;22598;138239;68875;69364;46066;20063;26003;6066;1989;4077
"Lawrence County, Ohio";59866;29139;30727;13009;6685;6324;35544;17408;18136;11313;5046;6267;1192;446;746
"Licking County, Ohio";175769;86261;89508;40733;21023;19710;106130;52381;53749;28906;12857;16049;3060;1058;2002
"Logan County, Ohio";45358;22471;22887;10420;5321;5099;26713;13410;13303;8225;3740;4485;912;326;586
"Lorain County, Ohio";309461;152269;157192;68166;34932;33234;184666;92214;92452;56629;25123;31506;7144;2467;4677
"Lucas County, Ohio";429899;208402;221497;98562;50340;48222;261290;127769;133521;70047;30293;39754;9133;3014;6119
"Madison County, Ohio";44413;24092;20321;9117;4621;4496;28433;16349;12084;6863;3122;3741;716;260;456
"Mahoning County, Ohio";229642;112452;117190;45992;23622;22370;135505;68018;67487;48145;20812;27333;7357;2375;4982
"Marion County, Ohio";65256;34658;30598;13671;7028;6643;40007;22427;17580;11578;5203;6375;1459;547;912
"Medina County, Ohio";179146;88684;90462;39987;20512;19475;107169;53518;53651;31990;14654;17336;3583;1268;2315
"Meigs County, Ohio";23106;11391;11715;4932;2519;2413;13584;6766;6818;4590;2106;2484;529;182;347
"Mercer County, Ohio";40959;20660;20299;10531;5420;5111;23143;11905;11238;7285;3335;3950;1080;378;702
"Miami County, Ohio";106222;52324;53898;24389;12453;11936;62060;31046;31014;19773;8825;10948;2216;814;1402
"Monroe County, Ohio";13790;6933;6857;2796;1418;1378;7751;3960;3791;3243;1555;1688;365;120;245
"Montgomery County, Ohio";532331;256382;275949;117543;60146;57397;319205;155604;163601;95583;40632;54951;13316;4510;8806
"Morgan County, Ohio";14604;7284;7320;3060;1571;1489;8425;4233;4192;3119;1480;1639;363;117;246
"Morrow County, Ohio";35112;17495;17617;8013;4072;3941;21044;10624;10420;6055;2799;3256;673;236;437
"Muskingum County, Ohio";86183;41821;44362;19458;9942;9516;51344;25247;26097;15381;6632;8749;1974;672;1302
"Noble County, Ohio";14354;8371;5983;2634;1338;1296;7769;4614;3155;3951;2419;1532;428;138;290
"Ottawa County, Ohio";40769;20227;20542;7572;3779;3793;22999;11584;11415;10198;4864;5334;1197;446;751
"Paulding County, Ohio";18760;9357;9403;4399;2245;2154;10876;5522;5354;3485;1590;1895;404;131;273
"Perry County, Ohio";36033;18051;17982;8443;4326;4117;21648;11004;10644;5942;2721;3221;568;177;391
"Pickaway County, Ohio";58086;30479;27607;12446;6281;6165;36525;20146;16379;9115;4052;5063;1067;391;676
"Pike County, Ohio";28067;13942;14125;6613;3455;3158;16445;8219;8226;5009;2268;2741;637;236;401
"Portage County, Ohio";162927;79918;83009;30531;15602;14929;105602;52012;53590;26794;12304;14490;2966;1137;1829
"Preble County, Ohio";40997;20299;20698;9174;4699;4475;23930;11948;11982;7893;3652;4241;815;300;515
"Putnam County, Ohio";33780;16863;16917;8607;4384;4223;19299;9792;9507;5874;2687;3187;855;307;548
"Richland County, Ohio";121099;61512;59587;26163;13373;12790;71371;37947;33424;23565;10192;13373;3258;1136;2122
"Ross County, Ohio";76931;40281;36650;16271;8348;7923;47808;26156;21652;12852;5777;7075;1287;447;840
"Sandusky County, Ohio";58799;29117;29682;13119;6750;6369;34639;17421;17218;11041;4946;6095;1423;492;931
"Scioto County, Ohio";75502;37285;38217;16334;8340;7994;45376;22900;22476;13792;6045;7747;1720;572;1148
"Seneca County, Ohio";55207;27592;27615;12101;6246;5855;33089;16918;16171;10017;4428;5589;1397;407;990
"Shelby County, Ohio";48627;24423;24204;12077;6273;5804;28509;14487;14022;8041;3663;4378;1046;371;675
"Stark County, Ohio";371574;180539;191035;79684;40872;38812;219597;108035;111562;72293;31632;40661;9813;3284;6529
"Summit County, Ohio";541918;262912;279006;113228;57591;55637;331458;163051;168407;97232;42270;54962;13142;4490;8652
"Trumbull County, Ohio";198627;96722;101905;40788;20879;19909;114908;56887;58021;42931;18956;23975;5727;1996;3731
"Tuscarawas County, Ohio";92176;45484;46692;21060;10817;10243;53041;26751;26290;18075;7916;10159;2513;871;1642
"Union County, Ohio";57835;27731;30104;14311;7312;6999;36408;17201;19207;7116;3218;3898;761;300;461
"Van Wert County, Ohio";28281;14010;14271;6591;3382;3209;16324;8231;8093;5366;2397;2969;753;233;520
"Vinton County, Ohio";13139;6587;6552;2876;1474;1402;7925;4010;3915;2338;1103;1235;207;67;140
"Warren County, Ohio";232173;116699;115474;57270;29341;27929;141257;72231;69026;33646;15127;18519;3755;1332;2423
"Washington County, Ohio";60155;29533;30622;11844;5981;5863;35648;17830;17818;12663;5722;6941;1528;548;980
"Wayne County, Ohio";115967;57649;58318;28090;14484;13606;67150;33787;33363;20727;9378;11349;2706;964;1742
"Williams County, Ohio";36804;18324;18480;8385;4230;4155;21491;11004;10487;6928;3090;3838;943;313;630
"Wood County, Ohio";130696;64394;66302;26642;13712;12930;84056;41768;42288;19998;8914;11084;2534;888;1646
"Wyandot County, Ohio";21935;10903;11032;4957;2554;2403;12705;6429;6276;4273;1920;2353;613;192;421
"Adair County, Oklahoma";22082;11015;11067;5869;2988;2881;12701;6345;6356;3512;1682;1830;336;133;203
"Alfalfa County, Oklahoma";5754;3434;2320;1131;609;522;3494;2281;1213;1129;544;585;169;65;104
"Atoka County, Oklahoma";13838;7200;6638;3109;1614;1495;7983;4321;3662;2746;1265;1481;280;123;157
"Beaver County, Oklahoma";5319;2688;2631;1377;702;675;2893;1484;1409;1049;502;547;150;61;89
"Beckham County, Oklahoma";21709;11653;10056;5317;2714;2603;13278;7554;5724;3114;1385;1729;420;159;261
"Blaine County, Oklahoma";9485;4670;4815;2475;1275;1200;5148;2579;2569;1862;816;1046;261;80;181
"Bryan County, Oklahoma";47192;23069;24123;11054;5616;5438;27661;13643;14018;8477;3810;4667;948;356;592
"Caddo County, Oklahoma";28977;15204;13773;7285;3730;3555;16811;9318;7493;4881;2156;2725;585;205;380
"Canadian County, Oklahoma";144447;71712;72735;37771;19155;18616;87906;44116;43790;18770;8441;10329;1883;666;1217
"Carter County, Oklahoma";48177;23451;24726;12075;6120;5955;27999;13907;14092;8103;3424;4679;1018;287;731
"Cherokee County, Oklahoma";48675;23794;24881;10655;5335;5320;29890;14757;15133;8130;3702;4428;827;326;501
"Choctaw County, Oklahoma";14668;7036;7632;3541;1768;1773;8091;3877;4214;3036;1391;1645;360;132;228
"Cimarron County, Oklahoma";2153;1102;1051;535;292;243;1070;552;518;548;258;290;59;26;33
"Cleveland County, Oklahoma";281669;140424;141245;60612;30944;29668;183398;92826;90572;37659;16654;21005;4168;1528;2640
"Coal County, Oklahoma";5520;2751;2769;1333;711;622;3066;1563;1503;1121;477;644;147;43;104
"Comanche County, Oklahoma";120422;62410;58012;28332;14379;13953;76898;41153;35745;15192;6878;8314;1865;724;1141
"Cotton County, Oklahoma";5776;2840;2936;1299;649;650;3358;1671;1687;1119;520;599;113;40;73
"Craig County, Oklahoma";14306;7328;6978;3154;1595;1559;8352;4499;3853;2800;1234;1566;335;103;232
"Creek County, Oklahoma";71604;35428;36176;17201;8851;8350;41765;20931;20834;12638;5646;6992;1482;513;969
"Custer County, Oklahoma";29036;14446;14590;7244;3654;3590;17774;9061;8713;4018;1731;2287;599;226;373
"Delaware County, Oklahoma";42733;21050;21683;8555;4390;4165;23497;11496;12001;10681;5164;5517;1018;441;577
"Dewey County, Oklahoma";4894;2413;2481;1324;657;667;2668;1357;1311;902;399;503;100;27;73
"Ellis County, Oklahoma";3952;1940;2012;914;448;466;2152;1099;1053;886;393;493;108;27;81
"Garfield County, Oklahoma";60913;30323;30590;15721;8019;7702;35210;17959;17251;9982;4345;5637;1458;532;926
"Garvin County, Oklahoma";27811;13727;14084;6891;3478;3413;15933;8008;7925;4987;2241;2746;601;235;366
"Grady County, Oklahoma";55551;27773;27778;13370;6969;6401;33167;16682;16485;9014;4122;4892;935;335;600
"Grant County, Oklahoma";4326;2145;2181;1029;502;527;2346;1213;1133;951;430;521;136;53;83
"Greer County, Oklahoma";5821;3347;2474;1173;585;588;3612;2321;1291;1036;441;595;176;55;121
"Harmon County, Oklahoma";2664;1273;1391;675;303;372;1464;738;726;525;232;293;80;23;57
"Harper County, Oklahoma";3797;1898;1899;1019;496;523;2092;1102;990;686;300;386;102;36;66
"Haskell County, Oklahoma";12668;6331;6337;2978;1576;1402;7120;3539;3581;2570;1216;1354;283;97;186
"Hughes County, Oklahoma";13335;7182;6153;2900;1528;1372;7926;4559;3367;2509;1095;1414;321;120;201
"Jackson County, Oklahoma";24949;12392;12557;6310;3172;3138;14938;7577;7361;3701;1643;2058;490;175;315
"Jefferson County, Oklahoma";6123;3062;3061;1478;746;732;3338;1719;1619;1307;597;710;147;54;93
"Johnston County, Oklahoma";10949;5416;5533;2573;1326;1247;6247;3092;3155;2129;998;1131;204;80;124
"Kay County, Oklahoma";44161;21932;22229;11091;5677;5414;24531;12489;12042;8539;3766;4773;1183;415;768
"Kingfisher County, Oklahoma";15816;7878;7938;4291;2200;2091;9002;4542;4460;2523;1136;1387;332;114;218
"Kiowa County, Oklahoma";8729;4338;4391;2045;1033;1012;4955;2499;2456;1729;806;923;166;58;108
"Latimer County, Oklahoma";10231;5187;5044;2198;1111;1087;5763;2915;2848;2270;1161;1109;351;181;170
"Le Flore County, Oklahoma";49980;25125;24855;11997;6214;5783;28945;14752;14193;9038;4159;4879;976;367;609
"Lincoln County, Oklahoma";34920;17388;17532;8310;4239;4071;20210;10154;10056;6400;2995;3405;689;291;398
"Logan County, Oklahoma";47291;23438;23853;10869;5572;5297;28961;14277;14684;7461;3589;3872;797;315;482
"Love County, Oklahoma";10134;5052;5082;2461;1214;1247;5738;2885;2853;1935;953;982;194;73;121
"McClain County, Oklahoma";39985;19844;20141;10265;5292;4973;23526;11657;11869;6194;2895;3299;564;223;341
"McCurtain County, Oklahoma";32703;16071;16632;8219;4210;4009;18523;9134;9389;5961;2727;3234;674;246;428
"McIntosh County, Oklahoma";19815;9788;10027;4025;2117;1908;10786;5290;5496;5004;2381;2623;564;216;348
"Major County, Oklahoma";7644;3744;3900;1932;947;985;4112;2085;2027;1600;712;888;213;75;138
"Marshall County, Oklahoma";16806;8230;8576;3880;1929;1951;9276;4579;4697;3650;1722;1928;405;166;239
"Mayes County, Oklahoma";41107;20539;20568;9598;4979;4619;23933;12079;11854;7576;3481;4095;703;267;436
"Murray County, Oklahoma";13953;7014;6939;3213;1718;1495;7986;3992;3994;2754;1304;1450;303;131;172
"Muskogee County, Oklahoma";68362;33301;35061;16639;8452;8187;40290;19862;20428;11433;4987;6446;1385;474;911
"Noble County, Oklahoma";11289;5610;5679;2661;1380;1281;6441;3241;3200;2187;989;1198;269;91;178
